NM_VOTAVEL,NM_MUNICIPIO,NR_ZONA,NR_LOCAL_VOTACAO,NM_LOCAL_VOTACAO,QT_VOTOS
CRISTIANO DA SILVA DANGELO,MANAUS,65,1597,E. M. ANA SENA RODRIGUES,11
CRISTIANO DA SILVA DANGELO,MANAUS,68,1694,CIME - JOSEFINA ROSA DE MATTOS PEREIRA DE CASTRO,11
CRISTIANO DA SILVA DANGELO,MANAUS,70,1929,E. M. DOM LUIZ VIEIRA,11
CRISTIANO DA SILVA DANGELO,PARINTINS,4,1686,E. E. CETI  GLAUCIO BENTES GONÇALVES,11
CRISTIANO DA SILVA DANGELO,RIO PRETO DA EVA,68,1023,CRECHE DONA MARIA JOSE DA SILVA BATISTA,11
CRISTIANO DA SILVA DANGELO,TAPAUÁ,38,1112,E. M. BEABÁ,11
CRISTIANO DA SILVA DANGELO,TONANTINS,47,1112,E. M. JOSE RAIMUNDO DA COSTA,11
CRISTIANO DA SILVA DANGELO,AUTAZES,35,1082,E. E. MARIA EMÍLIA MESTRINHO DE MEDEIROS RAPOSO - (GM3),10
CRISTIANO DA SILVA DANGELO,ENVIRA,46,1015,E. E. PRESIDENTE  CASTELO BRANCO,10
CRISTIANO DA SILVA DANGELO,FONTE BOA,10,1058,E. E. ARMANDO MENDES,10
CRISTIANO DA SILVA DANGELO,FONTE BOA,10,1147,E. M. FRANCISCA CREUZA MARTINS DE PAULA,10
CRISTIANO DA SILVA DANGELO,ITACOATIARA,3,1813,E. M. PROF. MARIA NIRA GUIMARÃES,10
CRISTIANO DA SILVA DANGELO,MANAUS,1,2178,ESCOLA DE ENFERMAGEM DE MANAUS - UFAM,10
CRISTIANO DA SILVA DANGELO,MANAUS,1,2402,E. E. SOLON DE LUCENA,10
CRISTIANO DA SILVA DANGELO,MANAUS,1,2429,E. E. CARVALHO LEAL (RECEBEU AS SEÇÕES DO RUY ARAÚJO),10
CRISTIANO DA SILVA DANGELO,MANAUS,2,1856,FACULDADE ESTÁCIO (ANTIGO CEL),10
CRISTIANO DA SILVA DANGELO,MANAUS,31,2011,E. E. PROF.  BENEDITO ALMEIDA,10
CRISTIANO DA SILVA DANGELO,MANAUS,32,1899,E. E. ANTONIO BITTENCOURT,10
CRISTIANO DA SILVA DANGELO,MANAUS,32,1929,E. E. GOVERNADOR MELO E POVOAS,10
CRISTIANO DA SILVA DANGELO,MANAUS,32,1945,E. E. PRESIDENTE CASTELO BRANCO,10
CRISTIANO DA SILVA DANGELO,MANAUS,32,2046,E. E. BENJAMIN MAGALHÃES BRANDÃO,10
CRISTIANO DA SILVA DANGELO,MANAUS,32,2208,E. E. JOÃO BOSCO PANTOJA EVANGELISTA,10
CRISTIANO DA SILVA DANGELO,MANAUS,37,1805,E. E. MAJOR SILVA COUTINHO,10
CRISTIANO DA SILVA DANGELO,MANAUS,40,1562,E. E. JOSE RIBAMAR DA COSTA,10
CRISTIANO DA SILVA DANGELO,MANAUS,58,1791,E. E. DESDOR ANDRE ARAUJO.,10
CRISTIANO DA SILVA DANGELO,MANAUS,58,1848,E. E. CID CABRAL DA SILVA,10
CRISTIANO DA SILVA DANGELO,MANAUS,58,1988,E. M. DJALMA PASSOS.,10
CRISTIANO DA SILVA DANGELO,MANAUS,62,1945,C. E. JOSE ROBERTO TADROS,10
CRISTIANO DA SILVA DANGELO,MANAUS,63,2003,E. E. PROF. JORGE KARAM NETO,10
CRISTIANO DA SILVA DANGELO,MANAUS,63,2070,E. M. DR. VICENTE MENDONÇA JÚNIOR,10
CRISTIANO DA SILVA DANGELO,MANAUS,63,2089,E. M. JORGE AMADO (OPÇÃO PARA O MADRE TEREZA),10
CRISTIANO DA SILVA DANGELO,MANAUS,65,1520,E. M. CARMEM GUIMARAES HAGGE,10
CRISTIANO DA SILVA DANGELO,MANAUS,65,1570,E. M. NINA DE ARAUJO COSTA LINS,10
CRISTIANO DA SILVA DANGELO,MANAUS,65,1619,E. M. ANTONIO MORAES,10
CRISTIANO DA SILVA DANGELO,MANAUS,65,1660,E. E. RAFAEL HENRIQUE PINHEIRO DOS SANTOS,10
CRISTIANO DA SILVA DANGELO,MANAUS,68,1970,E. M. PROF. IGNÊS DE VASCONCELLOS DIAS,10
CRISTIANO DA SILVA DANGELO,MANAUS,70,1945,E. M. DR. MAGALHAES CORDEIRO,10
CRISTIANO DA SILVA DANGELO,MANAUS,70,1961,E. E. RAIMUNDA HOLANDA DE SOUZA,10
CRISTIANO DA SILVA DANGELO,UARINI,60,1112,E. M. ZENILDA BRAGA,10
CRISTIANO DA SILVA DANGELO,ALVARÃES,60,1040,E. M. MAYARA ABDEL AZIZ,9
CRISTIANO DA SILVA DANGELO,CARAUARI,21,1031,E. E. BELARMINO GOMES DE ALBUQUERQUE,9
CRISTIANO DA SILVA DANGELO,HUMAITÁ,17,1040,E. E. GOVERNADOR GILBERTO MESTRINHO,9
CRISTIANO DA SILVA DANGELO,ITAMARATI,69,1023,E. E. SANTOS DUMONT,9
CRISTIANO DA SILVA DANGELO,ITAMARATI,69,1031,E. M. PADRE GUILHERME BURMANJE,9
CRISTIANO DA SILVA DANGELO,LÁBREA,12,2844,UNIVERSIDADE DO ESTADO DO AMAZONAS - UEA,9
CRISTIANO DA SILVA DANGELO,MANAQUIRI,23,1104,E. M. SÃO SEBASTIÃO / SÃO RAIMUNDO,9
CRISTIANO DA SILVA DANGELO,MANAUS,32,2097,E. M. ELVIRA BORGES,9
CRISTIANO DA SILVA DANGELO,MANAUS,32,2127,E. E. PADRE PEDRO GISLANDY,9
CRISTIANO DA SILVA DANGELO,MANAUS,32,2224,E. E. WALDEMIRO PERES LUSTOZA,9
CRISTIANO DA SILVA DANGELO,MANAUS,37,1775,E. E. MARCIO NERY,9
CRISTIANO DA SILVA DANGELO,MANAUS,40,1759,E. E. PROF. ADELAIDE TAVARES DE MACEDO,9
CRISTIANO DA SILVA DANGELO,MANAUS,58,1813,E. E. DOM JOAO DE SOUZA LIMA,9
CRISTIANO DA SILVA DANGELO,MANAUS,58,1945,E. M. ENG JOÃO ALBERTO DE MENEZES BRAGA.,9
CRISTIANO DA SILVA DANGELO,MANAUS,58,1970,E. M. SANTA RITA DE CASSIA,9
CRISTIANO DA SILVA DANGELO,MANAUS,59,2089,E. E. ANTONIO NUNES JIMENEZ,9
CRISTIANO DA SILVA DANGELO,MANAUS,59,2259,E. E. PROF. MYRTHES MARQUES TRIGUEIRO,9
CRISTIANO DA SILVA DANGELO,MANAUS,62,1864,E. E. GARCITYLZO DO LAGO E SILVA,9
CRISTIANO DA SILVA DANGELO,MANAUS,63,1783,COLÉGIO DA POLICIA MILITAR AUREA PINHEIRO BRAGA,9
CRISTIANO DA SILVA DANGELO,MANAUS,63,1872,E. M. MARIA DO CARMO REBELLO DE SOUZA,9
CRISTIANO DA SILVA DANGELO,MANAUS,63,1988,E. M. ARTHUR ENGRACIO DA SILVA,9
CRISTIANO DA SILVA DANGELO,MANAUS,65,1538,E. M. DOM MILTON CORREA PEREIRA,9
CRISTIANO DA SILVA DANGELO,MANAUS,65,1589,E. M. PROF. ISABEL VICTORIA DO CARMO RIBEIRO,9
CRISTIANO DA SILVA DANGELO,MANAUS,65,1791,E. M. RUBENS SVERNER,9
CRISTIANO DA SILVA DANGELO,MANAUS,68,1805,E. M. NOSSA SENHORA DO ROSÁRIO,9
CRISTIANO DA SILVA DANGELO,MANAUS,70,1830,E. E. ENGº. ARTHUR SOARES AMORIM,9
CRISTIANO DA SILVA DANGELO,MANICORÉ,16,1031,E. E. PEDRO AGUIRRE,9
CRISTIANO DA SILVA DANGELO,PARINTINS,4,1775,E. E. DOM GINO MALVESTIO,9
CRISTIANO DA SILVA DANGELO,SÃO SEBASTIÃO DO UATUMÃ,27,1040,E. E. COLEGIO DE SANTANA,9
CRISTIANO DA SILVA DANGELO,SÃO SEBASTIÃO DO UATUMÃ,27,1058,E. M. CORONEL PACIENTE MONTEIRO,9
CRISTIANO DA SILVA DANGELO,TABATINGA,36,1015,E. E. DUQUE DE CAXIAS,9
CRISTIANO DA SILVA DANGELO,COARI,8,1090,E. E. FRANCISCA EVANGELISTA DA SILVA,8
CRISTIANO DA SILVA DANGELO,COARI,8,1139,E. M. DOMINGOS AGENOR SMITH,8
CRISTIANO DA SILVA DANGELO,COARI,8,1422,E. M. RUI SOUTO DE ALENCAR,8
CRISTIANO DA SILVA DANGELO,EIRUNEPÉ,11,1031,E. E.  NOSSA SENHORA DAS DORES,8
CRISTIANO DA SILVA DANGELO,ENVIRA,46,1066,E. E. ARMANDO MENDES,8
CRISTIANO DA SILVA DANGELO,JUTAÍ,41,1066,E. E. PADRE JOAO,8
CRISTIANO DA SILVA DANGELO,JUTAÍ,41,1104,E. M. CAIO LASMAR,8
CRISTIANO DA SILVA DANGELO,LÁBREA,12,1325,E. M. PROF. MARIA SOCORRO BRITO LIMA,8
CRISTIANO DA SILVA DANGELO,LÁBREA,12,1465,E. E. THOMÉ DE MEDEIROS RAPOSO,8
CRISTIANO DA SILVA DANGELO,LÁBREA,12,1490,INSTITUTO FEDERAL DO AMAZONAS - IFAM,8
CRISTIANO DA SILVA DANGELO,MANAUS,1,2097,E. E. ARTHUR ARAUJO,8
CRISTIANO DA SILVA DANGELO,MANAUS,1,2348,CENTRO ESTADUAL DE CONVIVÊNCIA DO IDOSO - CECI APARECIDA,8
CRISTIANO DA SILVA DANGELO,MANAUS,1,2372,E. M. SAGRADO CORAÇÃO DE JESUS,8
CRISTIANO DA SILVA DANGELO,MANAUS,1,2380,E. E. SEN. CUNHA MELO,8
CRISTIANO DA SILVA DANGELO,MANAUS,2,1929,E. E. ALICE SALERNO,8
CRISTIANO DA SILVA DANGELO,MANAUS,2,1988,E. E. LIBERTADOR SIMON BOLIVAR,8
CRISTIANO DA SILVA DANGELO,MANAUS,2,2038,(GIN.POL.AMADEUTEIXEIRA) FUNCIONARÁ NO SAMBÓDROMO BL. G,8
CRISTIANO DA SILVA DANGELO,MANAUS,32,1910,CMEI JEAN PIAGET,8
CRISTIANO DA SILVA DANGELO,MANAUS,32,2038,C. E. AMAZONIA,8
CRISTIANO DA SILVA DANGELO,MANAUS,32,2062,E. E. IRMÃ ADONAI POLITI,8
CRISTIANO DA SILVA DANGELO,MANAUS,32,2119,E. E. FUETH PAULO MOURÃO,8
CRISTIANO DA SILVA DANGELO,MANAUS,32,2240,E. M. MARIA MADALENA CORREA,8
CRISTIANO DA SILVA DANGELO,MANAUS,40,1546,E. M. SEN. FABIO PEREIRA DE LUCENA BITTENCOURT,8
CRISTIANO DA SILVA DANGELO,MANAUS,40,1589,E. E. MARIA DE LOURDES RODRIGUES ARRUDA,8
CRISTIANO DA SILVA DANGELO,MANAUS,40,1775,E.M.CÂNDIDO HONÓRIO,8
CRISTIANO DA SILVA DANGELO,MANAUS,58,1880,E. M. ANTONIA ALEXANDRINA.,8
CRISTIANO DA SILVA DANGELO,MANAUS,59,2038,E. M. SAO LUIZ,8
CRISTIANO DA SILVA DANGELO,MANAUS,59,2119,E. E. DEP. JOSUÉ CLAUDIO DE SOUZA - GM3,8
CRISTIANO DA SILVA DANGELO,MANAUS,62,1686,E. E. THOMÉ DE MEDEIROS RAPOSO,8
CRISTIANO DA SILVA DANGELO,MANAUS,62,1716,E. M. JOÃO ALFREDO,8
CRISTIANO DA SILVA DANGELO,MANAUS,62,1783,E. M. SARA BARROSO CORDEIRO,8
CRISTIANO DA SILVA DANGELO,MANAUS,63,1856,E. M. LEONOR UCHOA DE AMORIM,8
CRISTIANO DA SILVA DANGELO,MANAUS,63,2011,CMEI PROF. DULCINÉIA TINOCO,8
CRISTIANO DA SILVA DANGELO,MANAUS,65,1783,E. M. PROF RITA DE CASSIA C. SILVA,8
CRISTIANO DA SILVA DANGELO,MANAUS,70,1848,E. M. SAO BENEDITO,8
CRISTIANO DA SILVA DANGELO,MANAUS,70,1880,E. M. ULISSES GUIMARAES,8
CRISTIANO DA SILVA DANGELO,MANAUS,70,1953,E. E. BELARMINO MARREIRO,8
CRISTIANO DA SILVA DANGELO,MANAUS,70,2020,CMEI AILTON ROTH,8
CRISTIANO DA SILVA DANGELO,MANAUS,70,2089,E. M. BIÓLOGO ADOLPHO DUCKE,8
CRISTIANO DA SILVA DANGELO,MAUÉS,5,1198,E. M. LAURIANO FREIRE,8
CRISTIANO DA SILVA DANGELO,RIO PRETO DA EVA,68,1155,E. E. RIO PRETO DA EVA,8
CRISTIANO DA SILVA DANGELO,SÃO PAULO DE OLIVENÇA,22,1090,E. M. INDÍGENA TIKUNA MORUAPU,8
CRISTIANO DA SILVA DANGELO,TAPAUÁ,38,1074,CEMEI - AMADEU NERY CARNEIRO,8
CRISTIANO DA SILVA DANGELO,TEFÉ,9,1147,E. E. GRAU EDUARDO SA,8
CRISTIANO DA SILVA DANGELO,TEFÉ,9,1589,CENTRO DE ESTUDO SUPERIOR TEFE- UEA,8
CRISTIANO DA SILVA DANGELO,URUCARÁ,27,1112,E. M. FELISBELA PAES DE OLIVEIRA,8
CRISTIANO DA SILVA DANGELO,ATALAIA DO NORTE,42,1015,E. E. PIO VEIGA,7
CRISTIANO DA SILVA DANGELO,BARCELOS,18,1104,EMEF EVARISTA BRAS,7
CRISTIANO DA SILVA DANGELO,BARCELOS,18,1155,"EMEI DR FRANCISCO JAVIER VALDIVIA ESTEFANERO, S/NR",7
CRISTIANO DA SILVA DANGELO,BORBA,15,1066,E. E. BENEDITO GUMERCINDO DE SOUZA,7
CRISTIANO DA SILVA DANGELO,BORBA,15,1198,E. M. I. BOM JESUS,7
CRISTIANO DA SILVA DANGELO,CARAUARI,21,1384,E. M. FIRMINO COELHO BASTOS,7
CRISTIANO DA SILVA DANGELO,CAREIRO DA VÁRZEA,31,1031,E. M. FRANCISCA GOES DOS SANTOS,7
CRISTIANO DA SILVA DANGELO,COARI,8,1155,E. E. PROF. GILBERTO MESTRINHO,7
CRISTIANO DA SILVA DANGELO,IRANDUBA,56,1350,E. M. DONA MARIA SILVA DA COSTA,7
CRISTIANO DA SILVA DANGELO,ITAPIRANGA,24,1139,E. M. PROF. MARIA ROSALINA DE OLIVEIRA PINHO,7
CRISTIANO DA SILVA DANGELO,MANAUS,1,2020,E. E. FARIAS BRITO,7
CRISTIANO DA SILVA DANGELO,MANAUS,1,2305,E. E. HERMENEGILDO DE CAMPOS,7
CRISTIANO DA SILVA DANGELO,MANAUS,2,2070,E. M. ARTHUR CEZAR FERREIRA REIS,7
CRISTIANO DA SILVA DANGELO,MANAUS,31,1899,E. E. ANTONIO LUCENA BITENCOURT,7
CRISTIANO DA SILVA DANGELO,MANAUS,31,2208,E. E. PROF. NELSON ALVES FERREIRA,7
CRISTIANO DA SILVA DANGELO,MANAUS,32,1902,FUNDAÇÃO NACIONAL DE SAÚDE,7
CRISTIANO DA SILVA DANGELO,MANAUS,32,1953,E. E. ZULMIRA BITTENCOURT,7
CRISTIANO DA SILVA DANGELO,MANAUS,32,2054,E. M. CARLOS GOMES,7
CRISTIANO DA SILVA DANGELO,MANAUS,32,2160,E. M. PROF. PERCILIA DO NASCIMENTO SOUZA,7
CRISTIANO DA SILVA DANGELO,MANAUS,32,2267,E. E. PEDRO SILVESTRE,7
CRISTIANO DA SILVA DANGELO,MANAUS,37,1597,E.E.T.I. BILINGUE  PROF. DJALMA DA CUNHA BATISTA,7
CRISTIANO DA SILVA DANGELO,MANAUS,37,1970,E. E. LUIZ VAZ DE CAMOES,7
CRISTIANO DA SILVA DANGELO,MANAUS,40,1678,E. E. RAIMUNDO GOMES NOGUEIRA,7
CRISTIANO DA SILVA DANGELO,MANAUS,40,1686,E. E. FRANCISCA BOTINELLY CUNHA E SILVA,7
CRISTIANO DA SILVA DANGELO,MANAUS,40,1732,E. E. HUMBERTO DE CAMPOS,7
CRISTIANO DA SILVA DANGELO,MANAUS,58,2011,E. E. FRANCISCA PAULA DE JESUS IZABEL,7
CRISTIANO DA SILVA DANGELO,MANAUS,58,2046,CMEI ARGENTINA BARROS.,7
CRISTIANO DA SILVA DANGELO,MANAUS,58,2097,E. M. RAIMUNDO THEODORO BOTINELLY ASSUMPÇÃO,7
CRISTIANO DA SILVA DANGELO,MANAUS,59,2054,CEMEI ABELINHA,7
CRISTIANO DA SILVA DANGELO,MANAUS,59,2070,E. M. ARISTOTELES COMTE DE ALENCAR,7
CRISTIANO DA SILVA DANGELO,MANAUS,59,2160,CEMEI DILSEN SILVA ALVES,7
CRISTIANO DA SILVA DANGELO,MANAUS,59,2224,E. E. PROF. REINALDO THOMPSON,7
CRISTIANO DA SILVA DANGELO,MANAUS,59,2291,E. E. MARIA MADALENA SANTANA DE LIMA,7
CRISTIANO DA SILVA DANGELO,MANAUS,62,1570,CMEI IRMA SERAFINA (PROX. MARECHAL RONDON),7
CRISTIANO DA SILVA DANGELO,MANAUS,62,1821,E. E. ALFREDO FERNANDES,7
CRISTIANO DA SILVA DANGELO,MANAUS,62,1830,CMEI - ISMAIL AZIZ,7
CRISTIANO DA SILVA DANGELO,MANAUS,65,1627,E. M. JORNALISTA SABÁ RAPOSO,7
CRISTIANO DA SILVA DANGELO,MANAUS,65,1694,E. E. PROF. SEBASTIAO AUGUSTO LOUREIRO FILHO,7
CRISTIANO DA SILVA DANGELO,MANAUS,68,1767,E. M. PROF. ROBERTO DOS SANTOS VIEIRA,7
CRISTIANO DA SILVA DANGELO,MANAUS,68,1945,E. M. FRANCISCO NUNES DA SILVA,7
CRISTIANO DA SILVA DANGELO,MANAUS,70,2046,CMEI TEN ROXANA PEREIRA BONESSI,7
CRISTIANO DA SILVA DANGELO,PARINTINS,4,1139,E. E. SUZANA DE JESUS AZEDO,7
CRISTIANO DA SILVA DANGELO,PAUINI,44,1058,E. E. ALBERTO DE AGUIAR CORREA,7
CRISTIANO DA SILVA DANGELO,RIO PRETO DA EVA,68,1120,E. E. RAIMUNDO PAZ,7
CRISTIANO DA SILVA DANGELO,SANTA ISABEL DO RIO NEGRO,30,1112,E. E. SANTA ISABEL,7
CRISTIANO DA SILVA DANGELO,SÃO GABRIEL DA CACHOEIRA,19,1074,E. E. IRMÃ INÊS PENHA,7
CRISTIANO DA SILVA DANGELO,BARCELOS,18,1023,EEFM PADRE JOAO BADALOTTI,6
CRISTIANO DA SILVA DANGELO,BENJAMIN CONSTANT,20,1180,E. M. PROF. GRAZIELA CORREA DE OLIVEIRA,6
CRISTIANO DA SILVA DANGELO,BORBA,15,1228,E. M. PROF. ALCIDES BRANDÃO DE SÁ,6
CRISTIANO DA SILVA DANGELO,CANUTAMA,13,1066,E. M. FRANCISCO ANANIAS,6
CRISTIANO DA SILVA DANGELO,IRANDUBA,56,1082,E. M. JOVINO COELHO,6
CRISTIANO DA SILVA DANGELO,JUTAÍ,41,1147,E. M. DEUSUÍLA DE PAULA,6
CRISTIANO DA SILVA DANGELO,MANAQUIRI,23,1171,E. M. VIRGILIO ALEXANDRE,6
CRISTIANO DA SILVA DANGELO,MANAUS,1,2321,E. E. MILBURGES BEZERRA DE ARAUJO,6
CRISTIANO DA SILVA DANGELO,MANAUS,1,2496,COLÉGIO LATO SENSU UNIDADE ADRIANÓPOLIS,6
CRISTIANO DA SILVA DANGELO,MANAUS,2,1880,E. E. JOSE BENTES MONTEIRO,6
CRISTIANO DA SILVA DANGELO,MANAUS,2,1899,CSU HUMBERTO DE ALENCAR CASTELO BRANCO,6
CRISTIANO DA SILVA DANGELO,MANAUS,2,1953,E. E. PROF. ALDA BARATA,6
CRISTIANO DA SILVA DANGELO,MANAUS,2,2003,E. E. ADERSON DE MENEZES,6
CRISTIANO DA SILVA DANGELO,MANAUS,2,2062,COLÉGIO PALAS ATENAS,6
CRISTIANO DA SILVA DANGELO,MANAUS,31,1945,E. M. NAZIRA CHAMMA DAOU,6
CRISTIANO DA SILVA DANGELO,MANAUS,31,2003,CETI GILBERTO MESTRINHO,6
CRISTIANO DA SILVA DANGELO,MANAUS,31,2038,E. E. BOM PASTOR,6
CRISTIANO DA SILVA DANGELO,MANAUS,31,2135,E. E. ADALBERTO VALE,6
CRISTIANO DA SILVA DANGELO,MANAUS,31,2151,E. E. ESTELITA TAPAJÓS,6
CRISTIANO DA SILVA DANGELO,MANAUS,32,1880,E. E. SAO LUIZ DE GONZAGA,6
CRISTIANO DA SILVA DANGELO,MANAUS,32,1996,E. M. PADRE RAIMUNDO NONATO PINHEIRO,6
CRISTIANO DA SILVA DANGELO,MANAUS,32,2089,E. M. PROF. ALBERTO MAKAREM,6
CRISTIANO DA SILVA DANGELO,MANAUS,32,2143,E. E. JULIA BITTENCOURT,6
CRISTIANO DA SILVA DANGELO,MANAUS,37,1961,E. M. VICENTE DE PAULA,6
CRISTIANO DA SILVA DANGELO,MANAUS,40,1724,E. E. MARIA AMELIA DO ESPIRITO SANTO,6
CRISTIANO DA SILVA DANGELO,MANAUS,40,1813,CETI ÁUREA PINHEIRO BRAGA,6
CRISTIANO DA SILVA DANGELO,MANAUS,59,2062,E. M. ENG. ANTONIO NELSON DE OLIVEIRA NETO,6
CRISTIANO DA SILVA DANGELO,MANAUS,59,2267,E. M. HEMETERIO CABRINHA,6
CRISTIANO DA SILVA DANGELO,MANAUS,62,1694,E. M. ANTONIA MEDEIROS DA SILVA,6
CRISTIANO DA SILVA DANGELO,MANAUS,62,1724,E. M. MARECHAL CANDIDO RONDON,6
CRISTIANO DA SILVA DANGELO,MANAUS,62,1732,E. M. NESTOR JOSE DO NASCIMENTO,6
CRISTIANO DA SILVA DANGELO,MANAUS,62,1813,E. M. JOAO GOULART,6
CRISTIANO DA SILVA DANGELO,MANAUS,62,1848,E. M. MARIA LEIDE AMORIM,6
CRISTIANO DA SILVA DANGELO,MANAUS,62,1872,E. M. P. MANUEL FERRAZ DO C. SALES,6
CRISTIANO DA SILVA DANGELO,MANAUS,62,1970,E. E. SENADOR EVANDRO DAS NEVES CARREIRA,6
CRISTIANO DA SILVA DANGELO,MANAUS,63,1708,E. M. MOISES DE FRANCA VIANA (OPÇÃO PARA O JORGE KARAM),6
CRISTIANO DA SILVA DANGELO,MANAUS,63,1880,E. M. GOV. DANILO MATTOS AREOSA,6
CRISTIANO DA SILVA DANGELO,MANAUS,63,1953,E. M. FRANCISCO GUEDES DE QUEIROZ,6
CRISTIANO DA SILVA DANGELO,MANAUS,63,2046,E. E. DOM JACSON DAMASCENO RODRIGUES,6
CRISTIANO DA SILVA DANGELO,MANAUS,63,2151,E. M. MANOEL FRANCISCO GARCIA MARQUES,6
CRISTIANO DA SILVA DANGELO,MANAUS,65,1775,E. E. ANTOGILDO PASCOAL VIANA,6
CRISTIANO DA SILVA DANGELO,MANAUS,70,1848,E. M. GOVERNADOR EDUARDO RIBEIRO,6
CRISTIANO DA SILVA DANGELO,MANAUS,70,1880,CECF PROFA. TEONÍZIA LOBO DE CARVALHO,6
CRISTIANO DA SILVA DANGELO,MANAUS,70,1970,E. E. JURACY BATISTA GOMES,6
CRISTIANO DA SILVA DANGELO,MANAUS,70,1996,E. E. WILMA VITORIANO GEBER,6
CRISTIANO DA SILVA DANGELO,NOVA OLINDA DO NORTE,35,1031,E. E. MARIA ARAUJO SALES,6
CRISTIANO DA SILVA DANGELO,NOVA OLINDA DO NORTE,35,1040,E. E. ABILIO NERY,6
CRISTIANO DA SILVA DANGELO,NOVO ARIPUANÃ,29,1139,E. E. JULIETA LOPES DE ALBUQUERQUE,6
CRISTIANO DA SILVA DANGELO,PARINTINS,4,1210,E. E. BRANDAO DE AMORIM,6
CRISTIANO DA SILVA DANGELO,PARINTINS,4,1309,E. E. SAO JOSE OPERARIO,6
CRISTIANO DA SILVA DANGELO,PRESIDENTE FIGUEIREDO,51,1155,E. E. ANTONIO GIULESSE FEITOZA,6
CRISTIANO DA SILVA DANGELO,RIO PRETO DA EVA,68,1147,CEMEI - MARCELINO VIEIRA,6
CRISTIANO DA SILVA DANGELO,SÃO GABRIEL DA CACHOEIRA,19,1686,C.E.T.I. - PEDRO FUKUYEI YAMAGUCHI FERREIRA,6
CRISTIANO DA SILVA DANGELO,TAPAUÁ,38,1031,E. M. RAIO DE LUZ,6
CRISTIANO DA SILVA DANGELO,TAPAUÁ,38,1090,E.M. PANTALEÃO AURÉLIO DE ARAÚJO,6
CRISTIANO DA SILVA DANGELO,APUÍ,67,1147,C. E. PADRE FALIEIRO,5
CRISTIANO DA SILVA DANGELO,ATALAIA DO NORTE,42,1074,E. M. RAIMUNDA GALATE,5
CRISTIANO DA SILVA DANGELO,BARCELOS,18,1074,EEF ANGELINA PALHETA MENDES,5
CRISTIANO DA SILVA DANGELO,BENJAMIN CONSTANT,20,1015,E. E. IMACULADA CONCEICAO,5
CRISTIANO DA SILVA DANGELO,BENJAMIN CONSTANT,20,1058,CEMEI FRANCISCO CHAGAS DE ALMEIDA,5
CRISTIANO DA SILVA DANGELO,BENJAMIN CONSTANT,20,1279,E. M. COSME JEAN,5
CRISTIANO DA SILVA DANGELO,BERURI,54,1031,GRUPO ESCOLAR DE ITAPURU,5
CRISTIANO DA SILVA DANGELO,BOCA DO ACRE,14,1040,E. E. ALMIRANTE BARROSO,5
CRISTIANO DA SILVA DANGELO,CAREIRO,23,1031,E. E. THOME FERREIRA SANTIAGO,5
CRISTIANO DA SILVA DANGELO,CAREIRO,23,1040,E. E. MARCAL MACHADO GIRAO,5
CRISTIANO DA SILVA DANGELO,COARI,8,1074,"E. E. PREFEITO ALEXANDRE MONTORIL, GM3",5
CRISTIANO DA SILVA DANGELO,COARI,8,1449,UNIVERSIDADE DO ESTADO DO AMAZONAS (UEA) POLO COARI,5
CRISTIANO DA SILVA DANGELO,EIRUNEPÉ,11,1066,E. E. NOSSA SENHORA DE FATIMA,5
CRISTIANO DA SILVA DANGELO,ENVIRA,46,1198,E. M. JOSÉ GERALDO,5
CRISTIANO DA SILVA DANGELO,IRANDUBA,56,1198,E. M. SANTA LUZIA DA SERRA BAIXA,5
CRISTIANO DA SILVA DANGELO,JUTAÍ,41,1040,E. E. SAO FRANCISCO,5
CRISTIANO DA SILVA DANGELO,LÁBREA,12,1481,E. M. FRANCISCA MENDES,5
CRISTIANO DA SILVA DANGELO,MANAUS,1,2160,ESCOLA SUPERIOR DE ARTES E TURISMO - UEA,5
CRISTIANO DA SILVA DANGELO,MANAUS,1,2313,E. E. VICENTE SCHETTINI,5
CRISTIANO DA SILVA DANGELO,MANAUS,2,2020,E. E. PROF. AGENOR FERREIRA LIMA,5
CRISTIANO DA SILVA DANGELO,MANAUS,31,2194,E. E. PROF. DIANA PINHEIRO,5
CRISTIANO DA SILVA DANGELO,MANAUS,31,2216,E. M. ANASTÁCIO ASSUNÇÃO (ANTIGA SÃO LÁZARO),5
CRISTIANO DA SILVA DANGELO,MANAUS,32,1961,E. E. ISAAC BENAYON SABBA,5
CRISTIANO DA SILVA DANGELO,MANAUS,32,2151,E. M. MINISTRO MARIO ANDREAZZA,5
CRISTIANO DA SILVA DANGELO,MANAUS,32,2259,C. E. SÃO FRANCISCO,5
CRISTIANO DA SILVA DANGELO,MANAUS,37,1740,E. E. PE. AGOSTINHO MARTIN,5
CRISTIANO DA SILVA DANGELO,MANAUS,37,1910,CMEI CECILIA CABRAL,5
CRISTIANO DA SILVA DANGELO,MANAUS,37,1996,E. M. AMINE DAOU LINDOSO,5
CRISTIANO DA SILVA DANGELO,MANAUS,37,2054,E. E. ONDINA DE PAULA RIBEIRO,5
CRISTIANO DA SILVA DANGELO,MANAUS,40,1708,E. E. ROSINA FERREIRA DA SILVA,5
CRISTIANO DA SILVA DANGELO,MANAUS,58,1929,E. M. DR. JOAO QUEIROZ (ATRÁS DO SHOPPING SUMAÚMA).,5
CRISTIANO DA SILVA DANGELO,MANAUS,59,2135,E. M. RUI BARBOSA LIMA,5
